node_id	metanode_type	external_id	name
542	BiologicalProcess	GO:0006397	mRNA processing
543	BiologicalProcess	GO:0051028	mRNA transport
544	BiologicalProcess	GO:2001033	negative regulation of double-strand break repair via nonhomologous end joining
545	BiologicalProcess	GO:0031333	negative regulation of protein-containing complex assembly
546	BiologicalProcess	GO:0000122	negative regulation of transcription by RNA polymerase II
547	BiologicalProcess	GO:0120162	positive regulation of cold-induced thermogenesis
548	BiologicalProcess	GO:0045651	positive regulation of macrophage differentiation
549	BiologicalProcess	GO:0045931	positive regulation of mitotic cell cycle
550	BiologicalProcess	GO:0065003	protein-containing complex assembly
551	BiologicalProcess	GO:1900034	regulation of cellular response to heat
552	BiologicalProcess	GO:0006357	regulation of transcription by RNA polymerase II
553	BiologicalProcess	GO:0050428	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
554	BiologicalProcess	GO:0042445	hormone metabolic process
555	BiologicalProcess	GO:0000103	sulfate assimilation
556	BiologicalProcess	GO:0001501	skeletal system development
557	BiologicalProcess	GO:0009101	glycoprotein biosynthetic process
558	BiologicalProcess	GO:0048874	host-mediated modulation of intestinal microbiota composition
559	BiologicalProcess	GO:0009312	oligosaccharide biosynthetic process
560	CellularComponent	GO:0030864	cortical actin cytoskeleton
561	CellularComponent	GO:0005737	cytoplasm
562	CellularComponent	GO:0098574	cytoplasmic side of lysosomal membrane
563	CellularComponent	GO:0005829	cytosol
564	CellularComponent	GO:0022626	cytosolic ribosome
565	CellularComponent	GO:0005853	eukaryotic translation elongation factor 1 complex
566	CellularComponent	GO:0070062	extracellular exosome
567	CellularComponent	GO:0005576	extracellular region
568	CellularComponent	GO:0005615	extracellular space
569	CellularComponent	GO:1904813	ficolin-1-rich granule lumen
570	CellularComponent	GO:0016020	membrane
571	CellularComponent	GO:0005730	nucleolus
572	CellularComponent	GO:0005634	nucleus
573	CellularComponent	GO:0005886	plasma membrane
574	CellularComponent	GO:0005840	ribosome
575	CellularComponent	GO:0032587	ruffle membrane
576	CellularComponent	GO:0034774	secretory granule lumen
577	CellularComponent	GO:0001650	fibrillar center
578	CellularComponent	GO:0005654	nucleoplasm
579	CellularComponent	GO:0022625	cytosolic large ribosomal subunit
580	CellularComponent	GO:0014069	postsynaptic density
581	CellularComponent	GO:0005925	focal adhesion
582	CellularComponent	GO:1990904	ribonucleoprotein complex
583	CellularComponent	GO:0005791	rough endoplasmic reticulum
584	CellularComponent	GO:0005789	endoplasmic reticulum membrane
585	CellularComponent	GO:0045202	synapse
586	CellularComponent	GO:0022627	cytosolic small ribosomal subunit
587	CellularComponent	GO:0032991	protein-containing complex
588	CellularComponent	GO:0005783	endoplasmic reticulum
589	CellularComponent	GO:0005743	mitochondrial inner membrane
590	CellularComponent	GO:0005759	mitochondrial matrix
591	CellularComponent	GO:0072686	mitotic spindle
592	CellularComponent	GO:0071159	NF-kappaB complex
593	CellularComponent	GO:0032040	small-subunit processome
594	CellularComponent	GO:0005814	centriole
595	CellularComponent	GO:0000785	chromatin
596	CellularComponent	GO:0001673	male germ cell nucleus
597	CellularComponent	GO:0002177	manchette
598	CellularComponent	GO:0042470	melanosome
599	CellularComponent	GO:0030496	midbody
600	CellularComponent	GO:0005635	nuclear envelope
601	CellularComponent	GO:0005643	nuclear pore
602	CellularComponent	GO:0055037	recycling endosome
603	CellularComponent	GO:0042565	RNA nuclear export complex
604	CellularComponent	GO:0036126	sperm flagellum
605	CellularComponent	GO:0018444	translation release factor complex
606	CellularComponent	GO:0005813	centrosome
607	CellularComponent	GO:0000776	kinetochore
608	CellularComponent	GO:0097431	mitotic spindle pole
609	CellularComponent	GO:0097165	nuclear stress granule
610	CellularComponent	GO:0048471	perinuclear region of cytoplasm
611	CellularComponent	GO:0016605	PML body
612	CellularComponent	GO:0045120	pronucleus
613	CellularComponent	GO:0101031	protein folding chaperone complex
614	CellularComponent	GO:0000139	Golgi membrane
615	MolecularFunction	GO:0005525	GTP binding
616	MolecularFunction	GO:0003924	GTPase activity
617	MolecularFunction	GO:0019209	kinase activator activity
618	MolecularFunction	GO:0019900	kinase binding
619	MolecularFunction	GO:0060090	molecular adaptor activity
620	MolecularFunction	GO:0019901	protein kinase binding
621	MolecularFunction	GO:0003723	RNA binding
622	MolecularFunction	GO:0003746	translation elongation factor activity
623	MolecularFunction	GO:0000049	tRNA binding
624	MolecularFunction	GO:0005085	guanyl-nucleotide exchange factor activity
625	MolecularFunction	GO:0045296	cadherin binding
626	MolecularFunction	GO:0003677	DNA binding
627	MolecularFunction	GO:0140297	DNA-binding transcription factor binding
628	MolecularFunction	GO:0031072	heat shock protein binding
629	MolecularFunction	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
630	MolecularFunction	GO:0008135	translation factor activity, RNA binding
631	MolecularFunction	GO:0003735	structural constituent of ribosome
632	MolecularFunction	GO:0046872	metal ion binding
633	MolecularFunction	GO:0042802	identical protein binding
634	MolecularFunction	GO:0003729	mRNA binding
635	MolecularFunction	GO:0019899	enzyme binding
636	MolecularFunction	GO:0017134	fibroblast growth factor binding
637	MolecularFunction	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity
638	MolecularFunction	GO:0003684	damaged DNA binding
639	MolecularFunction	GO:0004520	DNA endonuclease activity
640	MolecularFunction	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity
641	MolecularFunction	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
642	MolecularFunction	GO:0030544	Hsp70 protein binding
643	MolecularFunction	GO:0051879	Hsp90 protein binding
644	MolecularFunction	GO:0051536	iron-sulfur cluster binding
645	MolecularFunction	GO:0008017	microtubule binding
646	MolecularFunction	GO:0032357	oxidized purine DNA binding
647	MolecularFunction	GO:0032358	oxidized pyrimidine DNA binding
648	MolecularFunction	GO:0051018	protein kinase A binding
649	MolecularFunction	GO:0070181	small ribosomal subunit rRNA binding
650	MolecularFunction	GO:0097100	supercoiled DNA binding
651	MolecularFunction	GO:0015631	tubulin binding
652	MolecularFunction	GO:0044390	ubiquitin-like protein conjugating enzyme binding
653	MolecularFunction	GO:0048027	mRNA 5'-UTR binding
654	MolecularFunction	GO:0003682	chromatin binding
655	MolecularFunction	GO:0045505	dynein intermediate chain binding
656	MolecularFunction	GO:0003925	G protein activity
657	MolecularFunction	GO:0019003	GDP binding
658	MolecularFunction	GO:0061676	importin-alpha family protein binding
659	MolecularFunction	GO:0000287	magnesium ion binding
660	MolecularFunction	GO:0019904	protein domain specific binding
661	MolecularFunction	GO:0046982	protein heterodimerization activity
662	MolecularFunction	GO:0044877	protein-containing complex binding
663	MolecularFunction	GO:0004045	peptidyl-tRNA hydrolase activity
664	MolecularFunction	GO:0043022	ribosome binding
665	MolecularFunction	GO:1990825	sequence-specific mRNA binding
666	MolecularFunction	GO:0003747	translation release factor activity
667	MolecularFunction	GO:0016149	translation release factor activity, codon specific
668	MolecularFunction	GO:0008079	translation termination factor activity
669	MolecularFunction	GO:0031490	chromatin DNA binding
670	MolecularFunction	GO:0003700	DNA-binding transcription factor activity
671	MolecularFunction	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
672	MolecularFunction	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific
673	MolecularFunction	GO:0140296	general transcription initiation factor binding
674	MolecularFunction	GO:0001162	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
675	MolecularFunction	GO:0043565	sequence-specific DNA binding
676	MolecularFunction	GO:1990837	sequence-specific double-stranded DNA binding
677	MolecularFunction	GO:0000976	transcription cis-regulatory region binding
678	MolecularFunction	GO:0061770	translation elongation factor binding
679	MolecularFunction	GO:0004020	adenylylsulfate kinase activity
680	MolecularFunction	GO:0005524	ATP binding
681	MolecularFunction	GO:0016779	nucleotidyltransferase activity
682	MolecularFunction	GO:0004781	sulfate adenylyltransferase (ATP) activity
683	MolecularFunction	GO:0042803	protein homodimerization activity
684	MolecularFunction	GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity
685	MolecularFunction	GO:0008373	sialyltransferase activity
686	Pathway	R-HSA-156842	Eukaryotic Translation Elongation
687	Pathway	R-HSA-156902	Peptide chain elongation
688	Pathway	R-HSA-3371511	HSF1 activation
689	Pathway	R-HSA-6798695	Neutrophil degranulation
690	Pathway	R-HSA-8876725	Protein methylation
691	Pathway	R-HSA-9613829	Chaperone Mediated Autophagy
692	Pathway	R-HSA-9735869	SARS-CoV-1 modulates host translation machinery
693	Pathway	R-HSA-9725370	Signaling by ALK fusions and activated point mutants
694	Pathway	R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression
695	Pathway	R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane
696	Pathway	R-HSA-192823	Viral mRNA Translation
697	Pathway	R-HSA-2408557	Selenocysteine synthesis
698	Pathway	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol
699	Pathway	R-HSA-72689	Formation of a pool of free 40S subunits
700	Pathway	R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit
701	Pathway	R-HSA-72764	Eukaryotic Translation Termination
702	Pathway	R-HSA-9010553	Regulation of expression of SLITs and ROBOs
703	Pathway	R-HSA-9633012	Response of EIF2AK4 (GCN2) to amino acid deficiency
704	Pathway	R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
705	Pathway	R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
706	Pathway	R-HSA-9954709	Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide
707	Pathway	R-HSA-9954714	PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA
708	Pathway	R-HSA-9954716	ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
709	Pathway	R-HSA-3214858	RMTs methylate histone arginines
710	Pathway	R-HSA-6790901	rRNA modification in the nucleus and cytosol
711	Pathway	R-HSA-72649	Translation initiation complex formation
712	Pathway	R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex
713	Pathway	R-HSA-72702	Ribosomal scanning and start codon recognition
714	Pathway	R-HSA-9684482	IFIT antiviral response
715	Pathway	R-HSA-9754678	SARS-CoV-2 modulates host translation machinery
716	Pathway	R-HSA-165054	Rev-mediated nuclear export of HIV RNA
717	Pathway	R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)
718	Pathway	R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery
719	Pathway	R-HSA-180746	Nuclear import of Rev protein
720	Pathway	R-HSA-203927	MicroRNA (miRNA) biogenesis
721	Pathway	R-HSA-5578749	Transcriptional regulation by small RNAs
722	Pathway	R-HSA-6784531	tRNA processing in the nucleus
723	Pathway	R-HSA-9615933	Postmitotic nuclear pore complex (NPC) reformation
724	Pathway	R-HSA-9629569	Protein hydroxylation
725	Pathway	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
726	Pathway	R-HSA-3371568	Attenuation phase
727	Pathway	R-HSA-3371571	HSF1-dependent transactivation
728	Pathway	R-HSA-9646399	Aggrephagy
729	Pathway	R-HSA-9841251	Mitochondrial unfolded protein response (UPRmt)
730	Pathway	R-HSA-174362	Transport and metabolism of PAPS
731	Pathway	R-HSA-2408550	Metabolism of ingested H2SeO4 and H2SeO3 into H2Se
732	Pathway	R-HSA-3560796	Defective PAPSS2 causes SEMD-PA
733	Pathway	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
734	Pathway	R-HSA-4085001	Sialic acid metabolism
